year,speech
2014,Madam Chair. I yield as much time as she may consume to the gentlewoman from the great State of New York . the ranking member for the Democratic team on Appropriations.
2014,"Madam Chair. the Fiscal Year 2015 CommerceJusticeScience bill before us today provides good funding levels for important programs to support public safety. such as Byrne Justice Assistance Grants and Violence Against Women Act services. I thank Chairman WOLF for working with me to include report language directing the FBI to publish annual reports on the types of records submitted by each State and Federal agency to the National Instant Criminal Background Check System. It is only as useful as the information it includes. and these reports will help improve the system. Chairman WOLF and Ranking Member FATTAH should be commended for fully funding the Office of Science and Technology Policy. including its working group on Neuroscience. as well as an increase of $21.5 million for National Science Foundations BRAIN Initiative. Investments in research and development grow our economy and help to ensure that future scientific breakthroughs happen in American labs. not those overseas. In addition. I am extremely pleased that this bill will provide $125 million for the DNA Initiative. as well as $36 million for a new community backlog reduction program to process sexual assault kits which. currently. are often untested for yearssometimes decadeswhen information contained in these kits could help put violent criminals behind bars. However. I continue to be baffled by efforts aimed at limiting the ability of the Federal Government to keep firearms out of the hands of dangerous individuals. An illadvised and dangerous amendment was included during the markup to make it more difficult for the ATF in four Southwest border States to be aware of multiple purchases of powerful semiautomatic rifles. ATF already receives this information for handguns. It is unfathomable that we would prevent law enforcement from having this information for semiautomatic rifles. especially when this amendment would make it more difficult to prevent the smuggling of guns to Mexican drug cartels. This backwards policy will put lives at risk. We must not let it stand in the final bill. Other measures must also be addressed before final enactment. The COPS program would be cut by $118 million. The ""wet side"" of NOAA is also cut. including a 40 percent reduction to fisheries habitat conservation and restoration. and the complete elimination of the communitybased restoration program. While the bill funds NOAA weather satellites and the National Weather Service. it includes a sizable cut of 24 percent to NOAA climate research. As the National Climate Assessment showed. storms and weather events are becoming more frequent. more severe and. as a result. more costly. We should be investing in research to combat the threat of climate change. not sticking our heads in the sand. pretending the science is wrong because combating such an obstacle would be too costly and inconvenient. While far from perfect in its current form. this is a reasonable bill that I can support. However. it is imperative that no poison pill policy riders be included during House consideration. As I close. I want to say to the chairmanChairman WOLFand Ranking Member FATTAH. this really is an example of bipartisan cooperation. You worked so effectively in putting this bill together. and I want to congratulate you. Before I close. I also want to thank the retiring chairman for your amazing service to our country. It really has been a pleasure for me to work with you. and we know there is never a doubt. when FRANK WOLF gets up to speak. he speaks with conviction and power and determination. You are so impressive. I do want to wish you and your family the very best. For me. it has really been a delight getting to know you. Thank you so much for your service."
2014,Madam Chair. I yield 3 minutes to the gentleman from Texas
2014,Madam Chairman. when I was first assigned to the Appropriations Committee. I asked specifically to serve on the Commerce. Justice. Science Appropriations Committee because of my passion for the sciences. for NASA. for law enforcement. but especially to serve alongside
2014,Madam Chair. I yield 2 minutes to the gentlewoman from Texas . the ranking member on the Science Committee. the authorizing committee here in the House. and an extraordinary leader on science and innovation.
2014,Madam Chairman. funding for research innovation and STEM education is an investment in our future. perhaps the single most important investment we can make. Many of our competitors understand this and are striving to surpass the United States in innovation capacity and in the creation of a highlyskilled 21st century workforce. It used to be that the worlds best and brightest flocked to our shores. Now. many of our own best and brightest are finding better opportunities in other countries. or we are chasing them from STEM careers altogether. In 2007 and. again. in 2010. the U.S. Congress passed the America COMPETES Act. recognizing the importance of increased investment in research. innovation. and STEM education. signed into law by Presidents Bush and Obama. respectively. Appropriations have not kept pace with authorizations. but not from the lack of effort and commitment by appropriations colleagues. CJS Appropriations Subcommittee Chairman WOLF. Ranking Member FATTAH. Chairman ROGERS. and Ranking Member LOWEY. I want to thank them. my colleagues. for their enduring support for science. even when it meant making very difficult cuts elsewhere. As this is Chairman WOLFs last CJS bill. I want to express my personal gratitude to him in particular for being a strong and unwavering champion for the National Science Foundation and for STEM education. I will miss him greatly. We all will. In sad and puzzling contrast. last week. my own committee debated COMPETES reauthorization legislation that would turn back the progress we have made in securing our Nations future innovation capacity and voted out a bill this afternoon. a substitute today. without a single Democratic vote. Mr. Chairman. I urge my colleagues. in the strongest possible terms. to add their own vote of confidence in our Nations premier science agency. the National Science Foundation. It is the only agency to fund basic research across all fields of science and engineering. including. importantly. the social and behavioral sciences. The returns on our 65year investment in the National Science Foundation are too many and too significant to list here. But perhaps NSFs most important investment is the investment it makes in human capitalthe great scientists. innovators. and job creators of tomorrow and the workforce for tomorrows highskilled. highpaying jobs. Some of my colleagues efforts to cut funding. to impose political review over peerreview. to establish a message of distrust of scientists. and to inhibit the normal advance of science. are sending a chilling message to smart young people across the nation to not bother entering or sticking with STEM studies or careers. A vote to retain the modest 2.9 percent increase to NSF in todays legislation is a vote to hold onto our nations future innovators and job creators. I will make just a few brief remarks about other agencies within this appropriations bill. The National Institute of Standards and Technology is playing an increasingly critical role in cyber security. forensics. advanced manufacturing. and technology. and so many other topics critical to our nations security and wellbeing. I just wish we could do more for NIST in this bill. but I understand this was one of the difficult decisions that the appropriations committee confronted. I also want to thank Chairman WOLF and Ranking Member FATAH for their support for NASA. While I would like to see NASA funding at even higher levels. commensurate with the tasks that we are asking the agency to carry out. I am pleased that this bill proposes to fund NASA at an increase of about 1.4 percent over the Fiscal Year 2014 enacted appropriation. In particular. I support the bills sustained funding levels for exploration and the Orion spacecraft and Space Launch System. which are being prepared for critical flight tests in 2017 and 2021. and which will enable our nations return to human exploration of deep space. I also support the committees emphasis on the need to enhance research on the International Space Station. a unique and perishable asset that is important for both basic and applied research and for enabling our goals in human exploration of outer space. I am also pleased that the committee has sustained robust funding for NASAs science programs and. in particular. restored funding to NASAs planetary science program. which has experienced cuts in recent years. In addition. I applaud the committee for providing a robust increase for NASAs aeronautics program. which provides critical R&D to benefit our nations commercial aviation industry and helps sustain our nations competitiveness in global aviation. Finally. I must express one significant concern. and that is the large cut to climate research activities at NOAA. The level proposed in this bill is 44 percent below the Presidents request and 23 percent below current spending. A number of my colleagues on the other side of the aisle continue to bury their heads in the sand as it relates to climate change. but cutting the research that will improve our understanding of and our ability to adapt to the impacts associated with climate change is not the answer. If anything. given the uncertainties that remain. we should be supporting increased funding not less. I hope the needed funding will be restored when this bill is conferenced with the Senate. In closing. I again want to thank Chairman WOLF. Ranking Member FATAH. and the rest of your Committee members for your efforts to protect and grow our nations science and innovation capacity.
2014,Madam Chair. I yield 2 minutes to the gentleman from California .
2014,Madam Chair. I appreciate all the great things that the chairman has done. I echo the remarks. the praise that was sung by our friends from Texas to the great job that Chairman WOLF has done in his career. I appreciate. for example. tonight that he is yielding me this time. knowing that he has strong disagreement about which I will be speaking. Tomorrow. I will be offering an amendment to the CJS appropriations bill. along with my colleagues SAM
2014,Madam Chair. I yield 2 minutes to the gentleman from the great State of California. Congressman
2014,I thank the gentleman for yielding. Madam Chair. I rise in general debate to talk about NOAA. But I first also want to echo everything that has been said about our great colleague from Virginia. FRANK WOLF. FRANK is one of the few Members of Congress who has visited my district. He actually went onto my property in Big Sur and ended up coming back and saying: Now I understand why you are so passionate about the oceans. It is an interesting committee that both Ranking Member FATTAH and Chairman WOLF head because it is a committee that has all of the Department of Commerce. it has all of the Department of Justice. and it has the science programs. NASA. NSF. and the Office of Science and Technology. Essentially. the science of America is in your hands. And this bill has a lot of it in there. Particularly. I would like to talk about NOAA. NOAA is the National Oceanic and Atmospheric Administration. And what has been happening is that. as we have gotten interested in the weather and as we have gotten interested in sort of the sky. we are putting a lot more money into it and sucking funds away from the oceans. And yet what is happening in the oceans is that they are dying. and if the ocean dies. planet Earth dies. So while there is money in this to look at the moons and oceans of other planets. we are going to do it at the peril of our own ocean. Our coastal economies support 81 percent of all U.S. employment in the United States. over 100 million jobs. Coastal economies contribute to 84 percent of the U.S. GDP. Ocean tourism is an $89.25 billion industry. It relies on healthy marine mammal populations. healthy coral reefs. and healthy clean waters and beaches. Just think of all of the people who recreate on beaches. If those were polluted. they wouldnt be able to do so. The United States plays a big role in the world. We are. in fact. hosting the international oceans conference next month. And one of the topics is going to be the blue economy: What does it mean to all the countries of the world and to the United States? So as we go through this bill. I just want to emphasize that the wet side needs as much attention as the sky side. Again. I thank the gentleman from Virginia. FRANK WOLF. for the great job that he has done.
2014,I yield 2 minutes to the gentleman from Indiana .
2014,Madam Chair. I rise today first in recognition of the great professional public service offered by Chairman WOLF. I appreciate that so much. I also rise in support of H.R. 4660. the Commerce. Justice. Science. and Related Agencies Appropriations Act that he and his staff have worked so hard on. This important measure provides funding for a number of vital agencies. of course one of which is the Office of the United States Trade Representative. This approps bill provides funding for the USTR to continue advocating on behalf of the TransPacific Partnership. or TPP. and the Transatlantic Trade and Investment Partnership. or TTIP. and to continue enforcing existing free trade agreements. More specifically. funding USTR will help protect intellectual property rights abroad. Now. I continue to maintain very serious concerns with Canadas misapplication of internationally recognized patent standards. which appears to violate their international obligations. and it is having a real economic impact on innovative American companies. I appreciate that the USTR has expressed serious concern about these practices in last years Special 301 Report. given Canadas continued failure to bring its patent standards in line with international obligations and best practices. Accordingly. I strongly urge the elevation of Canada to the Special 301 Priority Watch List in 2014. IP is one of the main engines of the United States innovative economy. Approximately onethird of U.S. jobs and 60 percent of our exports rely on IP. With more than 95 percent of the worlds population living outside of the United States. strong IP protections are essential to future U.S. economic growth and competitiveness. Funding USTR will ensure a continued enforcement of existing free trade agreements while furthering future U.S. economic interests through negotiation of TPP and TTIP. I would like to. again. thank Chairman WOLF and his staff for their important work in putting together this approps bill.
2014,Madam Chair. I yield myself as much time as I may consume. I want to take a minute to acknowledge someone else who has played a very important role in our countrys science activities and is now retiring. I spent some time over at NASA headquarters. and I also went out to visit the Jet Propulsion Laboratory to see the Mars Rover land after 81/2 months of travel. The NASA team is an extraordinary team. One of its members. the head of the Education Office. a former astronaut. is retiring. and I wanted to take a minute during general debate to acknowledge his great service to this country. Leland Melvin hails from the chairmans great State of the Commonwealth of Virginia. and we want to wish him well and thank him for his service to our country. I now yield 2 minutes to the gentleman from Illinois . my colleague who has worked here on small business and research connections to science to commercialize technology and to help build the American economy.
2014,I thank the ranking member for yielding. Madam Chair. I rise today in strong support of H.R. 4660. I would like to thank Chairman WOLF and Ranking Member FATTAH for their hard work on this bill. While they have had to make some tough budget choices with a reduced level of funding. this bill still shows a strong commitment to scientific research at the National Science Foundation and also NASA. Investment in research is vital to our economic future because it helps us achieve discoveries that will keep the U.S. at the cutting edge of science and technology and creating new American jobs. I also want to take a moment to honor my good friend from Virginia. Chairman WOLF. Even in an era of partisan polarization and heated rhetoric. he has taken great pains to craft bills like this one that get broad support from Members on both sides of the aisle. He has been a strong defender of American security and a strong supporter of American manufacturing. and. most importantly. throughout his career. he has been a courageous fighter for human rights around the world. while never losing sight of his duty to his constituents here at home. He has been a good example for all of us in this body. Madam Chair. I urge my colleagues to support this bill and to support the strong funding. especially for the National Science Foundation. in this bill.
2014,Madam Chair. I have no further requests for time. and I yield back the balance of my time.
2014,Madam Chair. I yield 2 minutes to the gentleman from New Jersey. RUSH HOLT. my friend. the great science leader here in the Congress. He is the only one among us who has a terminal degree in nuclear science. and he is also retiring this year.
2014,I thank the gentleman. I certainly appreciate the very admirable Chairman WOLF and my good friend from Pennsylvania for the work they have put into crafting this bill. Madam Chair. however. I do have some serious concerns. especially as regards the cuts that are being made to NOAAs climate research programs. This bill cuts NOAAs climate research for the next fiscal year by $38 million below the current year. or $69 million below the Presidents request. Now. deeper droughts. heavier rains. more flooding. superstorms. tornadoes. rising seas. huge storm surges are all getting worse. Would we not want to understand what is going on? I will be offering an amendment later this evening to restore funding for critical NOAA climate research programs. NOAA climate research programs support ocean and atmospheric research. global data collection and sharing so we can understand climate change. This year. the report of the Intergovernmental Panel on Climate Change and the U.S. National Climate Assessment were released. They agreed. They come to the same conclusion: the climate is changing. Greenhouse gases by human activities are the principal cause. We have already begun to experience the effects. which will continue to be costly in lives and dollars. Those who would deny these changes. some here in this very House. cant stop the changes from occurring. Denying funding for the research wont stop the changes. It will just leave us ignorant and less prepared. We need to support the science behind climate change. Now. since we are talking about science. it is true. ostriches dont actually bury their heads in the sand. but it is a metaphor for what is going on here. We should not bury our heads in the sand. We should be supporting this research vigorously because of all the ways that the climate change will affect our lives and our wellbeing both around the world and here in the United States.
2014,I have no further requests for time during general debate. and I yield back the balance of my time.
2014,Madam Chair. I have an amendment at the desk.
2014,Madam Chair. before I get started. I just want to join the chorus here and congratulate Chairman WOLF on his remarkable career as a leader here in this Congress and as someone who has worked diligently on behalf of his constituents but also in a way that I think has reflected greatly on this body. I think that the work product in this bill produced by Chairman WOLF and Ranking Member FATTAH is a wonderful example of the possibilities when people work together. Madam Chairman. my amendment would increase by $3 million the amount appropriated for fiscal year 2015 for the Drug Courts program. The $3 million added to the Drug Courts program will be offset by decreasing by $3 million the amount appropriated for funding the International Trade Administration. Madam Chair. drug addiction in the United States is at an epidemic level. To call it otherwise grossly understates the problem. This epidemic affects every city and town across America. and it cuts across every demographic. It simply does not discriminate. Drug and alcohol addiction shatters lives. destroys families. and costs taxpayers billions of dollars annually. In fact. according to the National Institute on Drug Abuse. estimates of the total overall costs of substance abuse in the United Statesincluding lost productivity. inhospital care. incarceration. rehab. and crimerelated coststally to over $600 billion annually in the United States. Now. many of us understand that drug addiction is a disease. and certain actions taken by people under the influence of drugs are typically uncharacteristic of that person. A handful of countries. as well as much of our own society here in the United States. have begun to realize that we need to deal with addiction and its outcomes in a way that can have a longterm. positive effect on the parties and families involved. Drug courts offer just such an opportunity by providing a support system and a roadmap for moving forward. Madam Chair. drug courts are specialized court dockets designed to handle cases involving drug and/or alcoholdependent offenders charged with offenses such as possession of a controlled substance or other nonviolent offenses determined to have been caused or influenced by their addiction. Drug court cases are handled through a comprehensive program of supervision. drug testing. treatment services. and immediate sanctions and incentives designed to reduce the recidivism rates of these offenders by helping them overcome their substance abuse problems. which are the primary and proximate cause of their criminal activities. Drug courts coordinate the efforts of the judiciary. prosecution. defense attorneys. probation departments. law enforcement agencies. rehab facilities. mental health and social services. and also involve the community. the family. and the employer in many cases in an effort to break the cycle of substance abuse. addiction. and crime. If we can break that cycle. we all benefit. I have had the opportunity to visit many of the prisons and houses of correction in Massachusetts. where about 91 percent of those inmates have substance abuse problems or are dually addicted. The bottom line is that drug courts save money. they reduce crime. and restore families. Quite simply. drug courts work. According to the National Association of Drug Court Professionals. the drug court approach reduces crime by as much as 45 percent compared to traditional sentencing options. In fact. the available data indicate that nationwide. 75 percent of drug court graduates remain arrestfree at least 2 years after leaving the program. and reductions in crime have been maintained for at a minimum 3 years. and in many cases over 14 years. In addition to reducing crime. drug courts save money. As reported by the National Association of Drug Court Professionals. for every dollar invested in drug courts. taxpayers save as much as $27 when compared to the historic approach to these problems. This substantial savings comes from avoided criminal justice costs. reduced prison costs. and reduced recidivism and health care utilizationall areas. as we know. that devour vast sums of money annually in this country. And very important to us all. drug courts help restore families. According to statistics. family reunification rates for drug offenders are 50 percent higher for drug court participants. People struggling through addiction can become isolated from friends and loved ones. Reuniting with their family is often the first step in returning to normalcy and again becoming a productive member of the community. Madam Chairman. the underlying bill provides $41 million for drug court funding. $2.5 million over the 2013 postsequester level. And I would like to thank Chairman WOLFhe has long been a champion of drug courtsas has Ranking Member FATTAB. But these have been underfunded for a long time. and the adoption of this amendment would meet the need that has been amplified lately. I just urge my colleagues to support my amendment. and I yield back the balance of my time.
2014,Madam Chair. I move to strike the last word.
2014,I accept the amendment. The Presidents request had proposed eliminating this as a separate program. We rejected that proposal. and instead we funded the program above. as the gentleman from Massachusetts saidand I appreciate itabove the level of $41 million. This takes it to 44. He makes a very powerful case. I think it makes a lot of sense. so I accept the amendment. and I think it is a good amendment.
2014,Will the gentleman yield?
2014,I yield to the gentleman from Pennsylvania.
2014,Madam Chair. I concur with the chairman.
2014,I yield back the balance of my time.
2014,Madam Chair. I have an amendment at the desk.
2014,Madam Chair. first. I certainly want to thank Chairman WOLF. Ranking Member FATTAH. and. of course. the committee for putting together a strong bill in what we all know has become an increasingly tough environment for appropriations bills. This years CommerceJusticeScience bill is clearly the product of a great deal of bipartisan collaboration. and. as a result. this bill provides strong funding for a number of important priorities that both Democrats and Republicans can get behind. In that vein. I want to offer an amendment which I believe both sides of the aisle should be able to support. While only a small portion of the overall Department of Commerce budget. the U.S. and Foreign Commercial Service plays a critical role in helping American small business owners export their products to foreign countriesand we know that about 95 percent of the worlds customers live overseas. Unfortunately. while this years CJS bill does a decent job of funding the Department of Commerce. it failed to fully match the Presidents requested increase of funds for the U.S. and Foreign Commercial Service. Unfortunately. that will mean that we will. once again. continue the trend of underfunding this vital national resource. Specificallyand I wanted to note these three pointsthis amendment helps small businesses who can benefit from overseas consumer activity by helping them learn how to navigate red tape imposed by governments overseas. Big companies we know dont necessarily need this help but our small business owners do. Second. it will help them increase exports. create jobs. and boost economic recovery. Third. the funding that was requested in this amendment is $3 million. The agency is currently $15 million below the Presidents request. So I want to share where the offset comes from. It comes from the Bureau of Prisons. which was overfunded by $61 millionand that is out of $7 billion. The offset does not touch funding for new construction. which we know there are concerns about overcrowding from time to time. That is not an issue in this amendment. Madam Chair. in order to remain competitive in an increasingly globalized economy. we must do everything that we can to help our exporters gain access to overseas markets. While this amendment only amounts to really a small increase in funding. we know from past experience that it will pay enormous dividends. I certainly have seen that in my community in California. Most importantly. it will allow U.S. exporters to compete on a level playing field with the rest of the world and will help strengthen the overall economy. putting Americans back to work. I urge my colleagues to support small business owners all across this country and adopt this amendment. I yield back the balance of my time.
2014,Madam Chair. I rise in opposition to the gentleladys amendment.
2014,"Madam Chair. the recommendation in this bill includes $323 million for the Global Markets program. which includes the U.S. and Foreign Commercial Service. This amount is $3 million more than the current operating level. Despite the continued fiscal constraints. the committee has supported increases to the International Trade Administration over the last few fiscal years in order to support deployment of additional commercial service and staff at embassies. But this offset totally takes it from the Bureau of Prisons. It reduces the Bureau of Prisons salaries and expenses account by $3 million. The prisons are overcrowded. We have had several prison guards killed. With our high- and mediumsecurity institutions exceeding 51 and 41 percent of their rated capacity. the prisons are overpacked. They are maxed out. And so with a population of 215.000 inmates and 2.500 more expected in 2015. the Bureau of Prisons just cant keep up. So this bill helps them recover. We dont want to have another prison guard killed. So I think where they take the money fromI would urge a ""no"" vote on this amendment. and I yield back the balance of my time."
2014,Madam Chairman. I move to strike the last word.
2014,Madam Chairman. I rise in the first instance in support of the focus of the gentleladys amendment. but I have to oppose the amendment because of the offset. One of the prison guards that was murdered was from my home State of Pennsylvania. and I think that depleting $3 million from this account at a time when we have a situation where we have far too many people in prisonand hopefully through our criminal justice reform efforts. we will do something about thatbut while we have people in prison. we have a responsibility to administer these prisons safely. and I think it will be unwise. Now. I support wholeheartedly export initiatives. We have increased this account each year. I have visited and spent time focused on this. And the chairman had mentioned a number of initiatives. We also fund the SelectUSA and the other parts of the Presidents export initiative. But I am opposed to this amendment solely on the basis of the offset as offered. Madam Chair. I yield back the balance of my time.
2014,Madam Chair. I have an amendment at the desk.
2014,Madam Chair. I rise today to offer a critical amendment with Representatives PASCRELL. KING.
2014,Madam Chair. I move to strike the last word.
2014,I am going to accept the amendment. My father was a policemanPhiladelphia policeman. badge I think Mr. REICHERT makes a very. very powerful case. and I have great respect for law enforcement. I just want to put it in context. We are going to accept the amendment. but article I. section 2 of the Constitution requires a census every 10 years. This is one of the few areas where the Constitution actually requires this body to do something. Frankly. this body. a lot of times. does nothing. This. we are required to do it. This amendment cuts funding for the periodic census. Without getting into detail. we will try to work this out when we go to conference because I am sympathetic. We are going to start getting a lot more amendments: cut census. it is not for a few more years. But then the time comes. However. I think Mr. REICHERT makes a powerful case. We do respect law enforcement. and he makes a powerful case. We cannot solve the issue of sexual trafficking with just Federal officers. We need the sheriffs and the police departments. Having said all that. there will be some pain. and we will have to work this thing out. but I accept the amendment. I yield back the balance of my time.
2014,I move to strike the requisite number of words.
2014,Madam Chair. I support the chairman in accepting this amendment. but his warning about census and the need for us not to assume that we can walk out with a bill with zero for census and live up to our responsibilitiesour constitutional responsibilityis not an appropriate notion for this Congress. so I do support this one. I am going to be opposing many others. I yield back the balance of my time.
2014,Madam Chair. I move to strike the last word.
2014,Madam Chair. I just want to say to FRANK WOLF: you are good man. and I wish you the best of luck. You raised the respect of this institution. and that is pretty difficult to do nowadays. FRANK. I wish you the best of luck. As cosponsor of this amendment. along with some others. I want to thank all of those folks who came aboard. We have to struggle every 2 or 3 years. I think it is the responsibility that we. in some way. support our local communities. our county sheriff departments.
2014,Madam Chair. I move to strike the last word.
2014,Madam Chair. first. let me start by thanking my colleagues.
2014,Madam Chair. I have an amendment at the desk.
2014,Madam Chair. my amendment would ensure that the Interagency Trade Enforcement Center under the International Trade Administrations budget is funded at this Presidents requested level of $15 million by moving $10 million from NASAs $4.2 billion exploration fund. which is funded $191 million above the Presidents request. Here is the problem: Mr. PETERS and I. who offer this amendment. represent the State of Michigan. but I assume this problem. the problem of access to markets across the globe for American products. is one that other Members in this body experience on a regular basis and hear about all the time. We may disagree. and I suspect that we would disagree on the elements of our trade policy and particularly the elements in form that many of the trade agreements that this country enters into with other Nations. In fact. there is a debate brewing now over the extent to which we continue to expand those international trade agreements. but the one thing we ought not to disagree on is whether or not we enforce the existing structures that are in place and ensure that Americanmade products have access to markets that should be open to us and. under existing agreements. would be open to us if we had the strength and the resources to enforce those agreements the way they ought to be enforced. and this is having a real effect. I represent Michigan. as I said. and the auto sector particularly has suffered greatly as a result of trade practices. Just recently. as a matter of fact. the WTO sided with the U.S. in a dispute with China on duties it imposes on imported American vehicles. duties ranging from 2 percent to 21.5 percent. affecting twothirds of the $8.5 billion worth of American vehicles that are sold into that market. This amendment would ensure that there are adequate resources to ensure that we enforce existing trade policy. American workers and companies are harmed when other countries are allowed to use unfair trade policies unfettered. This amendment would ensure that the Interagency Trade Enforcement Center has the necessary resources to go after unfair trade barriers. It sends a strong message to the world that: If you violate global trade laws. the rules will be enforced and that there will be consequences for bad behavior. American workers deserve this. American companies deserve this. We should stand strong. This amendment would make sure that the resources are available to do just that. I yield back the balance of my time.
2014,Madam Chair. I move to strike the last word.
2014,"I rise in opposition to the amendment. The amendment would take away from NASAs Commercial Crew Program. This is a program where we are paying the RussiansPutin. who invaded the CrimeaPutin. we are paying Putinthis takes it away from that. allowing NASA to fund fewer development and testing activities. It would increase the likeliness that we will have to extend our reliance on Russia for access to the space station. The Russians have even said that we are going to have to use a trampoline to get to the space station. They are going to stop cooperating after 2020. I could say more. but I dont think we want to take money from that program. Because of that. I urge a ""no"" vote. I yield back the balance of my time."
2014,Madam Chair. I move to strike the requisite number of words.
2014,I support the intent of the amendment. I cant support the offset. It comes out of the general exploration account of NASA. but it would put additional strains on programs like Commercial Crew and Commercial Cargo. which are very. very importantnot just because we have to depend on the Russians at the moment to take astronauts to the space station. this was put in place years agobut given the political circumstances. and the chairman is right. there have been threats to whether or not we will have access to transport. We do have to think about accelerating our Commercial Crew Program. It has been very successful to date. in terms of cargo. but we have not utilized the commercial cargo system yet to actually put human beings into lower Earth orbit on private spaceships like SpaceX or Orbital Science. so it is a concern now that this offset would be used. So I think what I am saying is that I hope the gentleman will consider the fact that we will look at this issue in conference and try to find other ways to do it. but I cannot support this offset. It would not be a responsible thing for us to do. given where we are. I yield back the balance of my time.
2014,Madam Chair. I have an amendment at the desk.
2014,Madam Chair. the amendment that I offer today addresses a topic that is of the utmost importance to our national defense. that is. cybersecurity. Before I go into the particulars. I would like to first acknowledge the important work of my colleague. Chairman WOLF. on this vital issue. Although he is retiring at the end of the year. he has certainly left a legacy of support for cybersecurity funding which he and Ranking Member FATTAH have continued in this bill. I thank them both for their important work. Madam Chair. bad actors in cyberspace are growing in number and in sophistication. and as policymakers we have an imperative to act in the public interest. When Congress came up short in its efforts to enact comprehensive cybersecurity legislation in the 112th Congress. the administration rightly acted as best it could to advance the ball on cybersecurity. The President issued an executive order on this topic. and among the many things it did. it charged the National Institute for Standards and Technology with the creation of a framework for cybersecurity. and it ensured an open process. engaging all parties from across the spectrum of industry. government. and academia. Madam Chair. my simple amendment endorses the use of routine Department of Commerce surveys in order to measure the extent to which businesses have adopted the NIST voluntary cybersecurity framework. In fact. my amendment will ensure that the Bureau of Industry and Securitys Office of Technology Evaluation uses its Defense Production Act authority to conduct a survey about use of the NIST framework. While I applaud the Presidents focus on cybersecurity. and the NIST process has been widely regarded as a laudable example of publicprivate partnership. much more needs to be done. and the administration cannot go it alone. It will take congressional action to address issues such as incentives. liability protections. information sharing. and breach notification. However. while we continue to work toward passage of bipartisan cybersecurity legislation. it is important that we measure how well the NIST framework is faring. Our routine Commerce Department survey. using existing authority under the Defense Production Act. will enable an assessment of the NIST frameworks adoption rate. a key component of its effectiveness. Information sharing is also an important part of the framework. so the survey will also allow BIS to ask companies what. if any. information from the government they have used and how they have used it. This brief survey should be designed in a way to minimize the burden on companies: determining if their using the framework or information shared from the government does not require an exhaustive survey of their cybersecurity practices.
2014,Madam Chair. I move to strike the requisite number of words.
2014,Madam Chair. the gentleman is absolutely right. I completely agree with him. We will make every effort to make sure this is in there. He has been ahead of almost everybody else here. but I accept the amendment. I think it is a very good amendment. and I yield back the balance of my time.
2014,Madam Chair. I rise in support of the amendment also.
2014,Madam Chair. I thank the chairman for agreeing to accept it. I want to spend a second on this. There is no more important an issue facing our country in terms of national security than this question of cybersecurity. and Chairman WOLF has been at the very forefront of this. We have seen the unfortunate circumstance. for instance. with a corporation like Target. Target has invested over a billion dollars in revitalizing libraries in our schools in our country. They have done a lot of great work. They were victimized by cyber criminals emanating from. apparently. Ukraine. I think that whatever assistance we are providing to the new government there should be contingent on making sure that the cyber threat emanating from Ukraine visited upon our companies here should be part of the considerations. The chairman has also pointed out what has now become obvious. given the DOJs action. that China is also quite active in this realm. We have seen this problem in places like Nigeria. We can go around the globe. If we are going to protect ourselves. we are going to have to take action. I thank the chairman for accepting this amendment. I think this is an appropriate improvement to the base bill. and I yield back the remainder of my time.
2014,Madam Chair. parliamentary inquiry.
2014,Would a motion be in order to suspend the rules and bring up an amendment that was in the previous section at this time?
2014,Thank you. Madam Chair.
2014,Madam Chair. I have an amendment at the desk.
2014,Madam Chair. I reserve a point of order on the gentleman s amendment.
